ArrayID	c Tissue
GSM159089	Blasts and mononuclear cells, AML patient
GSM158773	Blasts and mononuclear cells, AML patient
GSM159147	Blasts and mononuclear cells, AML patient
GSM361332	Blasts and mononuclear cells, AML patient
GSM158954	Blasts and mononuclear cells, AML patient
GSM361383	Blasts and mononuclear cells, AML patient
GSM361338	Blasts and mononuclear cells, AML patient
GSM158962	Blasts and mononuclear cells, AML patient
GSM158780	Blasts and mononuclear cells, AML patient
GSM158978	Blasts and mononuclear cells, AML patient
GSM158911	Blasts and mononuclear cells, AML patient
GSM159142	Blasts and mononuclear cells, AML patient
GSM361346	Blasts and mononuclear cells, AML patient
GSM158906	Blasts and mononuclear cells, AML patient
GSM158839	Blasts and mononuclear cells, AML patient
GSM159026	Blasts and mononuclear cells, AML patient
GSM158858	Blasts and mononuclear cells, AML patient
GSM361337	Blasts and mononuclear cells, AML patient
GSM159137	Blasts and mononuclear cells, AML patient
GSM361351	Blasts and mononuclear cells, AML patient
GSM159020	Blasts and mononuclear cells, AML patient
GSM158919	Blasts and mononuclear cells, AML patient
GSM158896	Blasts and mononuclear cells, AML patient
GSM158801	Blasts and mononuclear cells, AML patient
GSM158924	Blasts and mononuclear cells, AML patient
GSM361363	Blasts and mononuclear cells, AML patient
GSM361369	Blasts and mononuclear cells, AML patient
GSM158991	Blasts and mononuclear cells, AML patient
GSM158946	Blasts and mononuclear cells, AML patient
GSM159037	Blasts and mononuclear cells, AML patient
GSM158817	Blasts and mononuclear cells, AML patient
GSM158778	Blasts and mononuclear cells, AML patient
GSM158752	Blasts and mononuclear cells, AML patient
GSM158970	Blasts and mononuclear cells, AML patient
GSM158777	Blasts and mononuclear cells, AML patient
GSM158785	Blasts and mononuclear cells, AML patient
GSM158941	Blasts and mononuclear cells, AML patient
GSM158997	Blasts and mononuclear cells, AML patient
GSM158988	Blasts and mononuclear cells, AML patient
GSM159086	Blasts and mononuclear cells, AML patient
GSM361366	Blasts and mononuclear cells, AML patient
GSM361333	Blasts and mononuclear cells, AML patient
GSM158829	Blasts and mononuclear cells, AML patient
GSM158799	Blasts and mononuclear cells, AML patient
GSM158905	Blasts and mononuclear cells, AML patient
GSM159146	Blasts and mononuclear cells, AML patient
GSM158904	Blasts and mononuclear cells, AML patient
GSM158712	Blasts and mononuclear cells, AML patient
GSM159027	Blasts and mononuclear cells, AML patient
GSM361347	Blasts and mononuclear cells, AML patient
GSM159003	Blasts and mononuclear cells, AML patient
GSM158996	Blasts and mononuclear cells, AML patient
GSM159014	Blasts and mononuclear cells, AML patient
GSM158790	Blasts and mononuclear cells, AML patient
GSM361339	Blasts and mononuclear cells, AML patient
GSM158895	Blasts and mononuclear cells, AML patient
GSM158913	Blasts and mononuclear cells, AML patient
GSM159132	Blasts and mononuclear cells, AML patient
GSM158841	Blasts and mononuclear cells, AML patient
GSM158843	Blasts and mononuclear cells, AML patient
GSM158918	Blasts and mononuclear cells, AML patient
GSM159097	Blasts and mononuclear cells, AML patient
GSM361352	Blasts and mononuclear cells, AML patient
GSM158728	Blasts and mononuclear cells, AML patient
GSM158928	Blasts and mononuclear cells, AML patient
GSM158805	Blasts and mononuclear cells, AML patient
GSM158771	Blasts and mononuclear cells, AML patient
GSM361364	Blasts and mononuclear cells, AML patient
GSM159116	Blasts and mononuclear cells, AML patient
GSM158733	Blasts and mononuclear cells, AML patient
GSM159098	Blasts and mononuclear cells, AML patient
GSM158819	Blasts and mononuclear cells, AML patient
GSM159168	Blasts and mononuclear cells, AML patient
GSM158914	Blasts and mononuclear cells, AML patient
GSM158739	Blasts and mononuclear cells, AML patient
GSM158732	Blasts and mononuclear cells, AML patient
GSM159166	Blasts and mononuclear cells, AML patient
GSM159095	Blasts and mononuclear cells, AML patient
GSM159036	Blasts and mononuclear cells, AML patient
GSM361365	Blasts and mononuclear cells, AML patient
GSM158887	Blasts and mononuclear cells, AML patient
GSM159102	Blasts and mononuclear cells, AML patient
GSM158811	Blasts and mononuclear cells, AML patient
GSM158854	Blasts and mononuclear cells, AML patient
GSM361325	Blasts and mononuclear cells, AML patient
GSM159111	Blasts and mononuclear cells, AML patient
GSM158909	Blasts and mononuclear cells, AML patient
GSM361358	Blasts and mononuclear cells, AML patient
GSM361378	Blasts and mononuclear cells, AML patient
GSM159118	Blasts and mononuclear cells, AML patient
GSM159122	Blasts and mononuclear cells, AML patient
GSM361384	Blasts and mononuclear cells, AML patient
GSM159080	Blasts and mononuclear cells, AML patient
GSM158973	Blasts and mononuclear cells, AML patient
GSM158902	Blasts and mononuclear cells, AML patient
GSM159004	Blasts and mononuclear cells, AML patient
GSM158977	Blasts and mononuclear cells, AML patient
GSM158890	Blasts and mononuclear cells, AML patient
GSM158713	Blasts and mononuclear cells, AML patient
GSM361336	Blasts and mononuclear cells, AML patient
GSM158942	Blasts and mononuclear cells, AML patient
GSM159140	Blasts and mononuclear cells, AML patient
GSM159062	Blasts and mononuclear cells, AML patient
GSM158760	Blasts and mononuclear cells, AML patient
GSM361373	Blasts and mononuclear cells, AML patient
GSM158957	Blasts and mononuclear cells, AML patient
GSM361334	Blasts and mononuclear cells, AML patient
GSM158808	Blasts and mononuclear cells, AML patient
GSM159019	Blasts and mononuclear cells, AML patient
GSM159078	Blasts and mononuclear cells, AML patient
GSM361345	Blasts and mononuclear cells, AML patient
GSM159103	Blasts and mononuclear cells, AML patient
GSM158787	Blasts and mononuclear cells, AML patient
GSM159075	Blasts and mononuclear cells, AML patient
GSM159119	Blasts and mononuclear cells, AML patient
GSM159009	Blasts and mononuclear cells, AML patient
GSM361368	Blasts and mononuclear cells, AML patient
GSM158929	Blasts and mononuclear cells, AML patient
GSM158864	Blasts and mononuclear cells, AML patient
GSM159047	Blasts and mononuclear cells, AML patient
GSM158881	Blasts and mononuclear cells, AML patient
GSM159010	Blasts and mononuclear cells, AML patient
GSM158891	Blasts and mononuclear cells, AML patient
GSM158754	Blasts and mononuclear cells, AML patient
GSM158943	Blasts and mononuclear cells, AML patient
GSM158815	Blasts and mononuclear cells, AML patient
GSM158783	Blasts and mononuclear cells, AML patient
GSM158814	Blasts and mononuclear cells, AML patient
GSM159143	Blasts and mononuclear cells, AML patient
GSM159108	Blasts and mononuclear cells, AML patient
GSM158838	Blasts and mononuclear cells, AML patient
GSM158797	Blasts and mononuclear cells, AML patient
GSM159023	Blasts and mononuclear cells, AML patient
GSM158769	Blasts and mononuclear cells, AML patient
GSM159021	Blasts and mononuclear cells, AML patient
GSM158792	Blasts and mononuclear cells, AML patient
GSM158751	Blasts and mononuclear cells, AML patient
GSM159070	Blasts and mononuclear cells, AML patient
GSM158921	Blasts and mononuclear cells, AML patient
GSM158965	Blasts and mononuclear cells, AML patient
GSM361361	Blasts and mononuclear cells, AML patient
GSM158830	Blasts and mononuclear cells, AML patient
GSM158898	Blasts and mononuclear cells, AML patient
GSM158823	Blasts and mononuclear cells, AML patient
GSM159041	Blasts and mononuclear cells, AML patient
GSM158984	Blasts and mononuclear cells, AML patient
GSM159056	Blasts and mononuclear cells, AML patient
GSM158884	Blasts and mononuclear cells, AML patient
GSM159136	Blasts and mononuclear cells, AML patient
GSM159011	Blasts and mononuclear cells, AML patient
GSM159058	Blasts and mononuclear cells, AML patient
GSM158961	Blasts and mononuclear cells, AML patient
GSM158998	Blasts and mononuclear cells, AML patient
GSM158750	Blasts and mononuclear cells, AML patient
GSM158832	Blasts and mononuclear cells, AML patient
GSM158803	Blasts and mononuclear cells, AML patient
GSM159156	Blasts and mononuclear cells, AML patient
GSM159091	Blasts and mononuclear cells, AML patient
GSM159008	Blasts and mononuclear cells, AML patient
GSM361349	Blasts and mononuclear cells, AML patient
GSM158886	Blasts and mononuclear cells, AML patient
GSM361350	Blasts and mononuclear cells, AML patient
GSM158923	Blasts and mononuclear cells, AML patient
GSM158931	Blasts and mononuclear cells, AML patient
GSM159171	Blasts and mononuclear cells, AML patient
GSM159084	Blasts and mononuclear cells, AML patient
GSM158774	Blasts and mononuclear cells, AML patient
GSM158822	Blasts and mononuclear cells, AML patient
GSM159042	Blasts and mononuclear cells, AML patient
GSM158806	Blasts and mononuclear cells, AML patient
GSM159101	Blasts and mononuclear cells, AML patient
GSM158908	Blasts and mononuclear cells, AML patient
GSM158975	Blasts and mononuclear cells, AML patient
GSM159057	Blasts and mononuclear cells, AML patient
GSM159054	Blasts and mononuclear cells, AML patient
GSM361379	Blasts and mononuclear cells, AML patient
GSM159082	Blasts and mononuclear cells, AML patient
GSM361327	Blasts and mononuclear cells, AML patient
GSM159012	Blasts and mononuclear cells, AML patient
GSM158949	Blasts and mononuclear cells, AML patient
GSM158907	Blasts and mononuclear cells, AML patient
GSM361343	Blasts and mononuclear cells, AML patient
GSM159152	Blasts and mononuclear cells, AML patient
GSM159040	Blasts and mononuclear cells, AML patient
GSM158717	Blasts and mononuclear cells, AML patient
GSM159002	Blasts and mononuclear cells, AML patient
GSM158983	Blasts and mononuclear cells, AML patient
GSM158837	Blasts and mononuclear cells, AML patient
GSM361344	Blasts and mononuclear cells, AML patient
GSM158875	Blasts and mononuclear cells, AML patient
GSM158828	Blasts and mononuclear cells, AML patient
GSM158849	Blasts and mononuclear cells, AML patient
GSM158860	Blasts and mononuclear cells, AML patient
GSM158725	Blasts and mononuclear cells, AML patient
GSM159120	Blasts and mononuclear cells, AML patient
GSM159074	Blasts and mononuclear cells, AML patient
GSM158879	Blasts and mononuclear cells, AML patient
GSM159038	Blasts and mononuclear cells, AML patient
GSM158720	Blasts and mononuclear cells, AML patient
GSM159092	Blasts and mononuclear cells, AML patient
GSM158765	Blasts and mononuclear cells, AML patient
GSM158993	Blasts and mononuclear cells, AML patient
GSM158920	Blasts and mononuclear cells, AML patient
GSM159112	Blasts and mononuclear cells, AML patient
GSM159154	Blasts and mononuclear cells, AML patient
GSM361322	Blasts and mononuclear cells, AML patient
GSM361323	Blasts and mononuclear cells, AML patient
GSM159076	Blasts and mononuclear cells, AML patient
GSM159104	Blasts and mononuclear cells, AML patient
GSM158827	Blasts and mononuclear cells, AML patient
GSM158857	Blasts and mononuclear cells, AML patient
GSM158796	Blasts and mononuclear cells, AML patient
GSM361348	Blasts and mononuclear cells, AML patient
GSM158840	Blasts and mononuclear cells, AML patient
GSM158925	Blasts and mononuclear cells, AML patient
GSM158724	Blasts and mononuclear cells, AML patient
GSM159028	Blasts and mononuclear cells, AML patient
GSM158936	Blasts and mononuclear cells, AML patient
GSM158982	Blasts and mononuclear cells, AML patient
GSM361329	Blasts and mononuclear cells, AML patient
GSM158856	Blasts and mononuclear cells, AML patient
GSM159031	Blasts and mononuclear cells, AML patient
GSM158933	Blasts and mononuclear cells, AML patient
GSM158759	Blasts and mononuclear cells, AML patient
GSM159043	Blasts and mononuclear cells, AML patient
GSM158756	Blasts and mononuclear cells, AML patient
GSM158987	Blasts and mononuclear cells, AML patient
GSM158922	Blasts and mononuclear cells, AML patient
GSM158850	Blasts and mononuclear cells, AML patient
GSM158974	Blasts and mononuclear cells, AML patient
GSM159162	Blasts and mononuclear cells, AML patient
GSM158947	Blasts and mononuclear cells, AML patient
GSM158903	Blasts and mononuclear cells, AML patient
GSM158880	Blasts and mononuclear cells, AML patient
GSM159087	Blasts and mononuclear cells, AML patient
GSM159088	Blasts and mononuclear cells, AML patient
GSM159160	Blasts and mononuclear cells, AML patient
GSM158958	Blasts and mononuclear cells, AML patient
GSM158885	Blasts and mononuclear cells, AML patient
GSM158727	Blasts and mononuclear cells, AML patient
GSM158865	Blasts and mononuclear cells, AML patient
GSM361362	Blasts and mononuclear cells, AML patient
GSM158746	Blasts and mononuclear cells, AML patient
GSM159006	Blasts and mononuclear cells, AML patient
GSM158950	Blasts and mononuclear cells, AML patient
GSM158939	Blasts and mononuclear cells, AML patient
GSM158916	Blasts and mononuclear cells, AML patient
GSM158740	Blasts and mononuclear cells, AML patient
GSM158926	Blasts and mononuclear cells, AML patient
GSM158971	Blasts and mononuclear cells, AML patient
GSM158813	Blasts and mononuclear cells, AML patient
GSM158743	Blasts and mononuclear cells, AML patient
GSM158976	Blasts and mononuclear cells, AML patient
GSM158972	Blasts and mononuclear cells, AML patient
GSM158872	Blasts and mononuclear cells, AML patient
GSM158735	Blasts and mononuclear cells, AML patient
GSM158862	Blasts and mononuclear cells, AML patient
GSM159164	Blasts and mononuclear cells, AML patient
GSM361372	Blasts and mononuclear cells, AML patient
GSM158776	Blasts and mononuclear cells, AML patient
GSM159069	Blasts and mononuclear cells, AML patient
GSM158899	Blasts and mononuclear cells, AML patient
GSM158800	Blasts and mononuclear cells, AML patient
GSM158833	Blasts and mononuclear cells, AML patient
GSM159022	Blasts and mononuclear cells, AML patient
GSM159081	Blasts and mononuclear cells, AML patient
GSM158968	Blasts and mononuclear cells, AML patient
GSM158948	Blasts and mononuclear cells, AML patient
GSM158934	Blasts and mononuclear cells, AML patient
GSM159167	Blasts and mononuclear cells, AML patient
GSM158734	Blasts and mononuclear cells, AML patient
GSM159067	Blasts and mononuclear cells, AML patient
GSM159044	Blasts and mononuclear cells, AML patient
GSM158935	Blasts and mononuclear cells, AML patient
GSM159073	Blasts and mononuclear cells, AML patient
GSM158738	Blasts and mononuclear cells, AML patient
GSM158989	Blasts and mononuclear cells, AML patient
GSM159052	Blasts and mononuclear cells, AML patient
GSM158779	Blasts and mononuclear cells, AML patient
GSM158747	Blasts and mononuclear cells, AML patient
GSM361376	Blasts and mononuclear cells, AML patient
GSM159145	Blasts and mononuclear cells, AML patient
GSM361371	Blasts and mononuclear cells, AML patient
GSM158761	Blasts and mononuclear cells, AML patient
GSM158994	Blasts and mononuclear cells, AML patient
GSM158980	Blasts and mononuclear cells, AML patient
GSM158798	Blasts and mononuclear cells, AML patient
GSM158852	Blasts and mononuclear cells, AML patient
GSM159161	Blasts and mononuclear cells, AML patient
GSM158764	Blasts and mononuclear cells, AML patient
GSM159134	Blasts and mononuclear cells, AML patient
GSM159125	Blasts and mononuclear cells, AML patient
GSM158767	Blasts and mononuclear cells, AML patient
GSM158956	Blasts and mononuclear cells, AML patient
GSM158900	Blasts and mononuclear cells, AML patient
GSM159113	Blasts and mononuclear cells, AML patient
GSM158721	Blasts and mononuclear cells, AML patient
